"Row","Column","Plate","Read","RFU","OD600","date","time","datetime","Well.at.T","Temperature.C","Nitrogen.conc.uM","Salt.conc.g.l","Chlamy.y.n","Microbe","Plate.at.T","Notes","Replicate","Block","unique.id","days","carbon.added"
5,8,2,4,17,1.26,-1721,"19:06:24",2025-04-16 19:06:24,108,8,1000,0,"BLANK","BLANK",2,"","BLANK",1,"b1.t8.p2.w108",1.33672453703704,TRUE
5,9,2,4,24,1.316,-1721,"19:06:24",2025-04-16 19:06:24,109,8,1000,0,"y","5",2,"","1",1,"b1.t8.p2.w109",1.33672453703704,TRUE
5,10,2,4,25,1.447,-1721,"19:06:24",2025-04-16 19:06:24,110,8,1000,0,"y","10",2,"","2",1,"b1.t8.p2.w110",1.33672453703704,TRUE
6,1,2,4,18,1.381,-1721,"19:06:24",2025-04-16 19:06:24,111,8,1000,0,"n","4",2,"","1",1,"b1.t8.p2.w111",1.33672453703704,TRUE
6,2,2,4,14,1.186,-1721,"19:06:24",2025-04-16 19:06:24,112,8,1000,0,"n","10",2,"","1",1,"b1.t8.p2.w112",1.33672453703704,TRUE
6,3,2,4,18,1.465,-1721,"19:06:24",2025-04-16 19:06:24,113,8,1000,0,"n","12",2,"","3",1,"b1.t8.p2.w113",1.33672453703704,TRUE
6,4,2,4,15,1.324,-1721,"19:06:24",2025-04-16 19:06:24,114,8,1000,0,"n","9",2,"","1",1,"b1.t8.p2.w114",1.33672453703704,TRUE
6,5,2,4,19,1.424,-1721,"19:06:24",2025-04-16 19:06:24,115,8,1000,0,"y","4",2,"","3",1,"b1.t8.p2.w115",1.33672453703704,TRUE
6,6,2,4,23,1.096,-1721,"19:06:24",2025-04-16 19:06:24,116,8,1000,0,"y","13",2,"","1",1,"b1.t8.p2.w116",1.33672453703704,TRUE
6,7,2,4,16,1.328,-1721,"19:06:24",2025-04-16 19:06:24,117,8,1000,0,"n","all",2,"","2",1,"b1.t8.p2.w117",1.33672453703704,TRUE
6,8,2,4,20,1.524,-1721,"19:06:24",2025-04-16 19:06:24,118,8,1000,0,"y","13",2,"","3",1,"b1.t8.p2.w118",1.33672453703704,TRUE
6,9,2,4,13,1.343,-1721,"19:06:24",2025-04-16 19:06:24,119,8,1000,0,"n","11",2,"","1",1,"b1.t8.p2.w119",1.33672453703704,TRUE
6,10,2,4,20,1.205,-1721,"19:06:24",2025-04-16 19:06:24,120,8,1000,0,"y","11",2,"","2",1,"b1.t8.p2.w120",1.33672453703704,TRUE
1,1,2,5,15,1.374,-1720,"09:07:57",2025-04-17 09:07:57,61,8,1000,0,"BLANK","BLANK",2,"","BLANK",1,"b1.t8.p2.w61",1.92113425925926,TRUE
1,2,2,5,26,1.552,-1720,"09:07:57",2025-04-17 09:07:57,62,8,1000,0,"y","13",2,"","2",1,"b1.t8.p2.w62",1.92113425925926,TRUE
1,3,2,5,11,1.669,-1720,"09:07:57",2025-04-17 09:07:57,63,8,1000,0,"n","10",2,"","3",1,"b1.t8.p2.w63",1.92113425925926,TRUE
1,4,2,5,22,1.378,-1720,"09:07:57",2025-04-17 09:07:57,64,8,1000,0,"y","5",2,"","2",1,"b1.t8.p2.w64",1.92113425925926,TRUE
1,5,2,5,19,1.49,-1720,"09:07:57",2025-04-17 09:07:57,65,8,1000,0,"y","3",2,"","2",1,"b1.t8.p2.w65",1.92113425925926,TRUE
1,6,2,5,21,1.213,-1720,"09:07:57",2025-04-17 09:07:57,66,8,1000,0,"y","12",2,"","3",1,"b1.t8.p2.w66",1.92113425925926,TRUE
1,7,2,5,16,1.629,-1720,"09:07:57",2025-04-17 09:07:57,67,8,1000,0,"n","4",2,"","2",1,"b1.t8.p2.w67",1.92113425925926,TRUE
1,8,2,5,14,1.254,-1720,"09:07:57",2025-04-17 09:07:57,68,8,1000,0,"n","2",2,"","2",1,"b1.t8.p2.w68",1.92113425925926,TRUE
1,9,2,5,13,1.364,-1720,"09:07:57",2025-04-17 09:07:57,69,8,1000,0,"n","3",2,"","2",1,"b1.t8.p2.w69",1.92113425925926,TRUE
1,10,2,5,10,1.26,-1720,"09:07:57",2025-04-17 09:07:57,70,8,1000,0,"BLANK","BLANK",2,"","BLANK",1,"b1.t8.p2.w70",1.92113425925926,TRUE
2,1,2,5,30,1.117,-1720,"09:07:57",2025-04-17 09:07:57,71,8,1000,0,"y","4",2,"","1",1,"b1.t8.p2.w71",1.92113425925926,TRUE
2,2,2,5,21,1.55,-1720,"09:07:57",2025-04-17 09:07:57,72,8,1000,0,"y","none",2,"","3",1,"b1.t8.p2.w72",1.92113425925926,TRUE
2,3,2,5,15,1.638,-1720,"09:07:57",2025-04-17 09:07:57,73,8,1000,0,"n","14",2,"","3",1,"b1.t8.p2.w73",1.92113425925926,TRUE
2,4,2,5,13,1.543,-1720,"09:07:57",2025-04-17 09:07:57,74,8,1000,0,"n","14",2,"","2",1,"b1.t8.p2.w74",1.92113425925926,TRUE
2,5,2,5,23,1.22,-1720,"09:07:57",2025-04-17 09:07:57,75,8,1000,0,"y","8",2,"","3",1,"b1.t8.p2.w75",1.92113425925926,TRUE
2,6,2,5,21,1.655,-1720,"09:07:57",2025-04-17 09:07:57,76,8,1000,0,"y","6",2,"","2",1,"b1.t8.p2.w76",1.92113425925926,TRUE
2,7,2,5,16,1.538,-1720,"09:07:57",2025-04-17 09:07:57,77,8,1000,0,"n","3",2,"","3",1,"b1.t8.p2.w77",1.92113425925926,TRUE
2,8,2,5,12,1.415,-1720,"09:07:57",2025-04-17 09:07:57,78,8,1000,0,"BLANK","BLANK",2,"","BLANK",1,"b1.t8.p2.w78",1.92113425925926,TRUE
2,9,2,5,18,1.362,-1720,"09:07:57",2025-04-17 09:07:57,79,8,1000,0,"y","1",2,"","2",1,"b1.t8.p2.w79",1.92113425925926,TRUE
2,10,2,5,16,1.346,-1720,"09:07:57",2025-04-17 09:07:57,80,8,1000,0,"n","10",2,"","2",1,"b1.t8.p2.w80",1.92113425925926,TRUE
3,1,2,5,10,1.284,-1720,"09:07:57",2025-04-17 09:07:57,81,8,1000,0,"BLANK","BLANK",2,"","BLANK",1,"b1.t8.p2.w81",1.92113425925926,TRUE
3,2,2,5,20,1.359,-1720,"09:07:57",2025-04-17 09:07:57,82,8,1000,0,"y","15",2,"","2",1,"b1.t8.p2.w82",1.92113425925926,TRUE
3,3,2,5,13,1.464,-1720,"09:07:57",2025-04-17 09:07:57,83,8,1000,0,"n","6",2,"","3",1,"b1.t8.p2.w83",1.92113425925926,TRUE
3,4,2,5,14,1.453,-1720,"09:07:57",2025-04-17 09:07:57,84,8,1000,0,"BLANK","BLANK",2,"","BLANK",1,"b1.t8.p2.w84",1.92113425925926,TRUE
3,5,2,5,13,1.475,-1720,"09:07:57",2025-04-17 09:07:57,85,8,1000,0,"BLANK","BLANK",2,"","BLANK",1,"b1.t8.p2.w85",1.92113425925926,TRUE
3,6,2,5,16,1.423,-1720,"09:07:57",2025-04-17 09:07:57,86,8,1000,0,"n","11",2,"","3",1,"b1.t8.p2.w86",1.92113425925926,TRUE
3,7,2,5,12,1.587,-1720,"09:07:57",2025-04-17 09:07:57,87,8,1000,0,"n","8",2,"","1",1,"b1.t8.p2.w87",1.92113425925926,TRUE
3,8,2,5,20,1.5,-1720,"09:07:57",2025-04-17 09:07:57,88,8,1000,0,"y","all",2,"","1",1,"b1.t8.p2.w88",1.92113425925926,TRUE
3,9,2,5,13,1.017,-1720,"09:07:57",2025-04-17 09:07:57,89,8,1000,0,"n","5",2,"","2",1,"b1.t8.p2.w89",1.92113425925926,TRUE
3,10,2,5,15,1.373,-1720,"09:07:57",2025-04-17 09:07:57,90,8,1000,0,"BLANK","BLANK",2,"","BLANK",1,"b1.t8.p2.w90",1.92113425925926,TRUE
4,1,2,5,34,1.208,-1720,"09:07:57",2025-04-17 09:07:57,91,8,1000,0,"y","9",2,"","1",1,"b1.t8.p2.w91",1.92113425925926,TRUE
4,2,2,5,15,1.491,-1720,"09:07:57",2025-04-17 09:07:57,92,8,1000,0,"n","13",2,"","3",1,"b1.t8.p2.w92",1.92113425925926,TRUE
4,3,2,5,16,1.364,-1720,"09:07:57",2025-04-17 09:07:57,93,8,1000,0,"n","15",2,"","2",1,"b1.t8.p2.w93",1.92113425925926,TRUE
4,4,2,5,20,1.417,-1720,"09:07:57",2025-04-17 09:07:57,94,8,1000,0,"y","all",2,"","2",1,"b1.t8.p2.w94",1.92113425925926,TRUE
4,5,2,5,16,1.299,-1720,"09:07:57",2025-04-17 09:07:57,95,8,1000,0,"y","none",2,"","1",1,"b1.t8.p2.w95",1.92113425925926,TRUE
4,6,2,5,12,1.625,-1720,"09:07:57",2025-04-17 09:07:57,96,8,1000,0,"n","2",2,"","1",1,"b1.t8.p2.w96",1.92113425925926,TRUE
4,7,2,5,19,1.376,-1720,"09:07:57",2025-04-17 09:07:57,97,8,1000,0,"y","5",2,"","3",1,"b1.t8.p2.w97",1.92113425925926,TRUE
4,8,2,5,20,1.292,-1720,"09:07:57",2025-04-17 09:07:57,98,8,1000,0,"y","6",2,"","1",1,"b1.t8.p2.w98",1.92113425925926,TRUE
4,9,2,5,21,1.425,-1720,"09:07:57",2025-04-17 09:07:57,99,8,1000,0,"y","2",2,"","3",1,"b1.t8.p2.w99",1.92113425925926,TRUE
4,10,2,5,14,1.461,-1720,"09:07:57",2025-04-17 09:07:57,100,8,1000,0,"n","6",2,"","1",1,"b1.t8.p2.w100",1.92113425925926,TRUE
5,1,2,5,14,1.121,-1720,"09:07:57",2025-04-17 09:07:57,101,8,1000,0,"BLANK","BLANK",2,"","BLANK",1,"b1.t8.p2.w101",1.92113425925926,TRUE
5,2,2,5,15,1.345,-1720,"09:07:57",2025-04-17 09:07:57,102,8,1000,0,"n","15",2,"","3",1,"b1.t8.p2.w102",1.92113425925926,TRUE
5,3,2,5,15,1.084,-1720,"09:07:57",2025-04-17 09:07:57,103,8,1000,0,"n","all",2,"","3",1,"b1.t8.p2.w103",1.92113425925926,TRUE
5,4,2,5,12,1.321,-1720,"09:07:57",2025-04-17 09:07:57,104,8,1000,0,"BLANK","BLANK",2,"","BLANK",1,"b1.t8.p2.w104",1.92113425925926,TRUE
5,5,2,5,14,1.339,-1720,"09:07:57",2025-04-17 09:07:57,105,8,1000,0,"BLANK","BLANK",2,"","BLANK",1,"b1.t8.p2.w105",1.92113425925926,TRUE
5,6,2,5,23,1.313,-1720,"09:07:57",2025-04-17 09:07:57,106,8,1000,0,"y","8",2,"","2",1,"b1.t8.p2.w106",1.92113425925926,TRUE
5,7,2,5,15,1.489,-1720,"09:07:57",2025-04-17 09:07:57,107,8,1000,0,"n","9",2,"","3",1,"b1.t8.p2.w107",1.92113425925926,TRUE
5,8,2,5,14,1.309,-1720,"09:07:57",2025-04-17 09:07:57,108,8,1000,0,"BLANK","BLANK",2,"","BLANK",1,"b1.t8.p2.w108",1.92113425925926,TRUE
5,9,2,5,22,1.35,-1720,"09:07:57",2025-04-17 09:07:57,109,8,1000,0,"y","5",2,"","1",1,"b1.t8.p2.w109",1.92113425925926,TRUE
5,10,2,5,25,1.613,-1720,"09:07:57",2025-04-17 09:07:57,110,8,1000,0,"y","10",2,"","2",1,"b1.t8.p2.w110",1.92113425925926,TRUE
6,1,2,5,15,1.31,-1720,"09:07:57",2025-04-17 09:07:57,111,8,1000,0,"n","4",2,"","1",1,"b1.t8.p2.w111",1.92113425925926,TRUE
6,2,2,5,16,1.089,-1720,"09:07:57",2025-04-17 09:07:57,112,8,1000,0,"n","10",2,"","1",1,"b1.t8.p2.w112",1.92113425925926,TRUE
6,3,2,5,14,1.321,-1720,"09:07:57",2025-04-17 09:07:57,113,8,1000,0,"n","12",2,"","3",1,"b1.t8.p2.w113",1.92113425925926,TRUE
6,4,2,5,16,1.306,-1720,"09:07:57",2025-04-17 09:07:57,114,8,1000,0,"n","9",2,"","1",1,"b1.t8.p2.w114",1.92113425925926,TRUE
6,5,2,5,34,1.41,-1720,"09:07:57",2025-04-17 09:07:57,115,8,1000,0,"y","4",2,"","3",1,"b1.t8.p2.w115",1.92113425925926,TRUE
6,6,2,5,21,1.093,-1720,"09:07:57",2025-04-17 09:07:57,116,8,1000,0,"y","13",2,"","1",1,"b1.t8.p2.w116",1.92113425925926,TRUE
6,7,2,5,14,1.328,-1720,"09:07:57",2025-04-17 09:07:57,117,8,1000,0,"n","all",2,"","2",1,"b1.t8.p2.w117",1.92113425925926,TRUE
6,8,2,5,26,1.487,-1720,"09:07:57",2025-04-17 09:07:57,118,8,1000,0,"y","13",2,"","3",1,"b1.t8.p2.w118",1.92113425925926,TRUE
6,9,2,5,14,1.335,-1720,"09:07:57",2025-04-17 09:07:57,119,8,1000,0,"n","11",2,"","1",1,"b1.t8.p2.w119",1.92113425925926,TRUE
6,10,2,5,20,1.215,-1720,"09:07:57",2025-04-17 09:07:57,120,8,1000,0,"y","11",2,"","2",1,"b1.t8.p2.w120",1.92113425925926,TRUE
1,1,2,6,14,1.393,-1720,"17:03:08",2025-04-17 17:03:08,61,8,1000,0,"BLANK","BLANK",2,"","BLANK",1,"b1.t8.p2.w61",2.25112268518519,TRUE
1,2,2,6,20,1.523,-1720,"17:03:08",2025-04-17 17:03:08,62,8,1000,0,"y","13",2,"","2",1,"b1.t8.p2.w62",2.25112268518519,TRUE
1,3,2,6,15,1.721,-1720,"17:03:08",2025-04-17 17:03:08,63,8,1000,0,"n","10",2,"","3",1,"b1.t8.p2.w63",2.25112268518519,TRUE
1,4,2,6,25,1.392,-1720,"17:03:08",2025-04-17 17:03:08,64,8,1000,0,"y","5",2,"","2",1,"b1.t8.p2.w64",2.25112268518519,TRUE
1,5,2,6,21,1.508,-1720,"17:03:08",2025-04-17 17:03:08,65,8,1000,0,"y","3",2,"","2",1,"b1.t8.p2.w65",2.25112268518519,TRUE
1,6,2,6,21,1.166,-1720,"17:03:08",2025-04-17 17:03:08,66,8,1000,0,"y","12",2,"","3",1,"b1.t8.p2.w66",2.25112268518519,TRUE
1,7,2,6,13,1.595,-1720,"17:03:08",2025-04-17 17:03:08,67,8,1000,0,"n","4",2,"","2",1,"b1.t8.p2.w67",2.25112268518519,TRUE
1,8,2,6,10,1.188,-1720,"17:03:08",2025-04-17 17:03:08,68,8,1000,0,"n","2",2,"","2",1,"b1.t8.p2.w68",2.25112268518519,TRUE
1,9,2,6,11,1.395,-1720,"17:03:08",2025-04-17 17:03:08,69,8,1000,0,"n","3",2,"","2",1,"b1.t8.p2.w69",2.25112268518519,TRUE
1,10,2,6,13,1.158,-1720,"17:03:08",2025-04-17 17:03:08,70,8,1000,0,"BLANK","BLANK",2,"","BLANK",1,"b1.t8.p2.w70",2.25112268518519,TRUE
2,1,2,6,25,1.191,-1720,"17:03:08",2025-04-17 17:03:08,71,8,1000,0,"y","4",2,"","1",1,"b1.t8.p2.w71",2.25112268518519,TRUE
2,2,2,6,21,1.577,-1720,"17:03:08",2025-04-17 17:03:08,72,8,1000,0,"y","none",2,"","3",1,"b1.t8.p2.w72",2.25112268518519,TRUE
2,3,2,6,13,1.65,-1720,"17:03:08",2025-04-17 17:03:08,73,8,1000,0,"n","14",2,"","3",1,"b1.t8.p2.w73",2.25112268518519,TRUE
2,4,2,6,16,1.42,-1720,"17:03:08",2025-04-17 17:03:08,74,8,1000,0,"n","14",2,"","2",1,"b1.t8.p2.w74",2.25112268518519,TRUE
2,5,2,6,16,1.414,-1720,"17:03:08",2025-04-17 17:03:08,75,8,1000,0,"y","8",2,"","3",1,"b1.t8.p2.w75",2.25112268518519,TRUE
2,6,2,6,20,1.682,-1720,"17:03:08",2025-04-17 17:03:08,76,8,1000,0,"y","6",2,"","2",1,"b1.t8.p2.w76",2.25112268518519,TRUE
2,7,2,6,13,1.583,-1720,"17:03:08",2025-04-17 17:03:08,77,8,1000,0,"n","3",2,"","3",1,"b1.t8.p2.w77",2.25112268518519,TRUE
2,8,2,6,10,1.446,-1720,"17:03:08",2025-04-17 17:03:08,78,8,1000,0,"BLANK","BLANK",2,"","BLANK",1,"b1.t8.p2.w78",2.25112268518519,TRUE
2,9,2,6,17,1.182,-1720,"17:03:08",2025-04-17 17:03:08,79,8,1000,0,"y","1",2,"","2",1,"b1.t8.p2.w79",2.25112268518519,TRUE
2,10,2,6,15,1.251,-1720,"17:03:08",2025-04-17 17:03:08,80,8,1000,0,"n","10",2,"","2",1,"b1.t8.p2.w80",2.25112268518519,TRUE
3,1,2,6,14,1.347,-1720,"17:03:08",2025-04-17 17:03:08,81,8,1000,0,"BLANK","BLANK",2,"","BLANK",1,"b1.t8.p2.w81",2.25112268518519,TRUE
3,2,2,6,19,1.414,-1720,"17:03:08",2025-04-17 17:03:08,82,8,1000,0,"y","15",2,"","2",1,"b1.t8.p2.w82",2.25112268518519,TRUE
3,3,2,6,12,1.507,-1720,"17:03:08",2025-04-17 17:03:08,83,8,1000,0,"n","6",2,"","3",1,"b1.t8.p2.w83",2.25112268518519,TRUE
3,4,2,6,13,1.503,-1720,"17:03:08",2025-04-17 17:03:08,84,8,1000,0,"BLANK","BLANK",2,"","BLANK",1,"b1.t8.p2.w84",2.25112268518519,TRUE
3,5,2,6,12,1.514,-1720,"17:03:08",2025-04-17 17:03:08,85,8,1000,0,"BLANK","BLANK",2,"","BLANK",1,"b1.t8.p2.w85",2.25112268518519,TRUE
3,6,2,6,14,1.476,-1720,"17:03:08",2025-04-17 17:03:08,86,8,1000,0,"n","11",2,"","3",1,"b1.t8.p2.w86",2.25112268518519,TRUE
3,7,2,6,11,1.622,-1720,"17:03:08",2025-04-17 17:03:08,87,8,1000,0,"n","8",2,"","1",1,"b1.t8.p2.w87",2.25112268518519,TRUE
3,8,2,6,15,1.39,-1720,"17:03:08",2025-04-17 17:03:08,88,8,1000,0,"y","all",2,"","1",1,"b1.t8.p2.w88",2.25112268518519,TRUE
3,9,2,6,10,1.088,-1720,"17:03:08",2025-04-17 17:03:08,89,8,1000,0,"n","5",2,"","2",1,"b1.t8.p2.w89",2.25112268518519,TRUE
3,10,2,6,14,1.388,-1720,"17:03:08",2025-04-17 17:03:08,90,8,1000,0,"BLANK","BLANK",2,"","BLANK",1,"b1.t8.p2.w90",2.25112268518519,TRUE
4,1,2,6,22,1.275,-1720,"17:03:08",2025-04-17 17:03:08,91,8,1000,0,"y","9",2,"","1",1,"b1.t8.p2.w91",2.25112268518519,TRUE
4,2,2,6,17,1.501,-1720,"17:03:08",2025-04-17 17:03:08,92,8,1000,0,"n","13",2,"","3",1,"b1.t8.p2.w92",2.25112268518519,TRUE
4,3,2,6,15,1.449,-1720,"17:03:08",2025-04-17 17:03:08,93,8,1000,0,"n","15",2,"","2",1,"b1.t8.p2.w93",2.25112268518519,TRUE
4,4,2,6,18,1.423,-1720,"17:03:08",2025-04-17 17:03:08,94,8,1000,0,"y","all",2,"","2",1,"b1.t8.p2.w94",2.25112268518519,TRUE
4,5,2,6,16,1.383,-1720,"17:03:08",2025-04-17 17:03:08,95,8,1000,0,"y","none",2,"","1",1,"b1.t8.p2.w95",2.25112268518519,TRUE
4,6,2,6,16,1.673,-1720,"17:03:08",2025-04-17 17:03:08,96,8,1000,0,"n","2",2,"","1",1,"b1.t8.p2.w96",2.25112268518519,TRUE
4,7,2,6,19,1.364,-1720,"17:03:08",2025-04-17 17:03:08,97,8,1000,0,"y","5",2,"","3",1,"b1.t8.p2.w97",2.25112268518519,TRUE
4,8,2,6,20,1.342,-1720,"17:03:08",2025-04-17 17:03:08,98,8,1000,0,"y","6",2,"","1",1,"b1.t8.p2.w98",2.25112268518519,TRUE
4,9,2,6,16,1.49,-1720,"17:03:08",2025-04-17 17:03:08,99,8,1000,0,"y","2",2,"","3",1,"b1.t8.p2.w99",2.25112268518519,TRUE
4,10,2,6,15,1.521,-1720,"17:03:08",2025-04-17 17:03:08,100,8,1000,0,"n","6",2,"","1",1,"b1.t8.p2.w100",2.25112268518519,TRUE
5,1,2,6,11,1.22,-1720,"17:03:08",2025-04-17 17:03:08,101,8,1000,0,"BLANK","BLANK",2,"","BLANK",1,"b1.t8.p2.w101",2.25112268518519,TRUE
5,2,2,6,13,1.392,-1720,"17:03:08",2025-04-17 17:03:08,102,8,1000,0,"n","15",2,"","3",1,"b1.t8.p2.w102",2.25112268518519,TRUE
5,3,2,6,13,1.263,-1720,"17:03:08",2025-04-17 17:03:08,103,8,1000,0,"n","all",2,"","3",1,"b1.t8.p2.w103",2.25112268518519,TRUE
5,4,2,6,13,1.364,-1720,"17:03:08",2025-04-17 17:03:08,104,8,1000,0,"BLANK","BLANK",2,"","BLANK",1,"b1.t8.p2.w104",2.25112268518519,TRUE
5,5,2,6,11,1.406,-1720,"17:03:08",2025-04-17 17:03:08,105,8,1000,0,"BLANK","BLANK",2,"","BLANK",1,"b1.t8.p2.w105",2.25112268518519,TRUE
5,6,2,6,21,1.393,-1720,"17:03:08",2025-04-17 17:03:08,106,8,1000,0,"y","8",2,"","2",1,"b1.t8.p2.w106",2.25112268518519,TRUE
5,7,2,6,9,1.526,-1720,"17:03:08",2025-04-17 17:03:08,107,8,1000,0,"n","9",2,"","3",1,"b1.t8.p2.w107",2.25112268518519,TRUE
5,8,2,6,12,1.36,-1720,"17:03:08",2025-04-17 17:03:08,108,8,1000,0,"BLANK","BLANK",2,"","BLANK",1,"b1.t8.p2.w108",2.25112268518519,TRUE
5,9,2,6,20,1.253,-1720,"17:03:08",2025-04-17 17:03:08,109,8,1000,0,"y","5",2,"","1",1,"b1.t8.p2.w109",2.25112268518519,TRUE
5,10,2,6,28,1.636,-1720,"17:03:08",2025-04-17 17:03:08,110,8,1000,0,"y","10",2,"","2",1,"b1.t8.p2.w110",2.25112268518519,TRUE
6,1,2,6,17,1.388,-1720,"17:03:08",2025-04-17 17:03:08,111,8,1000,0,"n","4",2,"","1",1,"b1.t8.p2.w111",2.25112268518519,TRUE
6,2,2,6,15,1.176,-1720,"17:03:08",2025-04-17 17:03:08,112,8,1000,0,"n","10",2,"","1",1,"b1.t8.p2.w112",2.25112268518519,TRUE
6,3,2,6,15,1.302,-1720,"17:03:08",2025-04-17 17:03:08,113,8,1000,0,"n","12",2,"","3",1,"b1.t8.p2.w113",2.25112268518519,TRUE
6,4,2,6,12,1.288,-1720,"17:03:08",2025-04-17 17:03:08,114,8,1000,0,"n","9",2,"","1",1,"b1.t8.p2.w114",2.25112268518519,TRUE
6,5,2,6,23,1.465,-1720,"17:03:08",2025-04-17 17:03:08,115,8,1000,0,"y","4",2,"","3",1,"b1.t8.p2.w115",2.25112268518519,TRUE
6,6,2,6,17,1.129,-1720,"17:03:08",2025-04-17 17:03:08,116,8,1000,0,"y","13",2,"","1",1,"b1.t8.p2.w116",2.25112268518519,TRUE
6,7,2,6,12,1.379,-1720,"17:03:08",2025-04-17 17:03:08,117,8,1000,0,"n","all",2,"","2",1,"b1.t8.p2.w117",2.25112268518519,TRUE
6,8,2,6,21,1.527,-1720,"17:03:08",2025-04-17 17:03:08,118,8,1000,0,"y","13",2,"","3",1,"b1.t8.p2.w118",2.25112268518519,TRUE
6,9,2,6,11,1.387,-1720,"17:03:08",2025-04-17 17:03:08,119,8,1000,0,"n","11",2,"","1",1,"b1.t8.p2.w119",2.25112268518519,TRUE
6,10,2,6,16,1.292,-1720,"17:03:08",2025-04-17 17:03:08,120,8,1000,0,"y","11",2,"","2",1,"b1.t8.p2.w120",2.25112268518519,TRUE
1,1,2,7,13,1.46,-1719,"12:47:01",2025-04-18 12:47:01,61,8,1000,0,"BLANK","BLANK",2,"","BLANK",1,"b1.t8.p2.w61",3.07326388888889,TRUE
1,2,2,7,25,1.615,-1719,"12:47:01",2025-04-18 12:47:01,62,8,1000,0,"y","13",2,"","2",1,"b1.t8.p2.w62",3.07326388888889,TRUE
1,3,2,7,16,1.703,-1719,"12:47:01",2025-04-18 12:47:01,63,8,1000,0,"n","10",2,"","3",1,"b1.t8.p2.w63",3.07326388888889,TRUE
1,4,2,7,24,1.395,-1719,"12:47:01",2025-04-18 12:47:01,64,8,1000,0,"y","5",2,"","2",1,"b1.t8.p2.w64",3.07326388888889,TRUE
1,5,2,7,25,1.597,-1719,"12:47:01",2025-04-18 12:47:01,65,8,1000,0,"y","3",2,"","2",1,"b1.t8.p2.w65",3.07326388888889,TRUE
1,6,2,7,17,1.145,-1719,"12:47:01",2025-04-18 12:47:01,66,8,1000,0,"y","12",2,"","3",1,"b1.t8.p2.w66",3.07326388888889,TRUE
1,7,2,7,13,1.62,-1719,"12:47:01",2025-04-18 12:47:01,67,8,1000,0,"n","4",2,"","2",1,"b1.t8.p2.w67",3.07326388888889,TRUE
1,8,2,7,11,1.182,-1719,"12:47:01",2025-04-18 12:47:01,68,8,1000,0,"n","2",2,"","2",1,"b1.t8.p2.w68",3.07326388888889,TRUE
1,9,2,7,12,1.412,-1719,"12:47:01",2025-04-18 12:47:01,69,8,1000,0,"n","3",2,"","2",1,"b1.t8.p2.w69",3.07326388888889,TRUE
1,10,2,7,8,1.27,-1719,"12:47:01",2025-04-18 12:47:01,70,8,1000,0,"BLANK","BLANK",2,"","BLANK",1,"b1.t8.p2.w70",3.07326388888889,TRUE
2,1,2,7,22,1.185,-1719,"12:47:01",2025-04-18 12:47:01,71,8,1000,0,"y","4",2,"","1",1,"b1.t8.p2.w71",3.07326388888889,TRUE
2,2,2,7,21,1.615,-1719,"12:47:01",2025-04-18 12:47:01,72,8,1000,0,"y","none",2,"","3",1,"b1.t8.p2.w72",3.07326388888889,TRUE
2,3,2,7,9,1.651,-1719,"12:47:01",2025-04-18 12:47:01,73,8,1000,0,"n","14",2,"","3",1,"b1.t8.p2.w73",3.07326388888889,TRUE
2,4,2,7,14,1.586,-1719,"12:47:01",2025-04-18 12:47:01,74,8,1000,0,"n","14",2,"","2",1,"b1.t8.p2.w74",3.07326388888889,TRUE
2,5,2,7,21,1.185,-1719,"12:47:01",2025-04-18 12:47:01,75,8,1000,0,"y","8",2,"","3",1,"b1.t8.p2.w75",3.07326388888889,TRUE
2,6,2,7,24,1.723,-1719,"12:47:01",2025-04-18 12:47:01,76,8,1000,0,"y","6",2,"","2",1,"b1.t8.p2.w76",3.07326388888889,TRUE
2,7,2,7,12,1.574,-1719,"12:47:01",2025-04-18 12:47:01,77,8,1000,0,"n","3",2,"","3",1,"b1.t8.p2.w77",3.07326388888889,TRUE
2,8,2,7,10,1.484,-1719,"12:47:01",2025-04-18 12:47:01,78,8,1000,0,"BLANK","BLANK",2,"","BLANK",1,"b1.t8.p2.w78",3.07326388888889,TRUE
2,9,2,7,17,1.215,-1719,"12:47:01",2025-04-18 12:47:01,79,8,1000,0,"y","1",2,"","2",1,"b1.t8.p2.w79",3.07326388888889,TRUE
2,10,2,7,13,1.306,-1719,"12:47:01",2025-04-18 12:47:01,80,8,1000,0,"n","10",2,"","2",1,"b1.t8.p2.w80",3.07326388888889,TRUE
3,1,2,7,9,1.428,-1719,"12:47:01",2025-04-18 12:47:01,81,8,1000,0,"BLANK","BLANK",2,"","BLANK",1,"b1.t8.p2.w81",3.07326388888889,TRUE
3,2,2,7,18,1.418,-1719,"12:47:01",2025-04-18 12:47:01,82,8,1000,0,"y","15",2,"","2",1,"b1.t8.p2.w82",3.07326388888889,TRUE
3,3,2,7,14,1.504,-1719,"12:47:01",2025-04-18 12:47:01,83,8,1000,0,"n","6",2,"","3",1,"b1.t8.p2.w83",3.07326388888889,TRUE
3,4,2,7,13,1.629,-1719,"12:47:01",2025-04-18 12:47:01,84,8,1000,0,"BLANK","BLANK",2,"","BLANK",1,"b1.t8.p2.w84",3.07326388888889,TRUE
3,5,2,7,12,1.586,-1719,"12:47:01",2025-04-18 12:47:01,85,8,1000,0,"BLANK","BLANK",2,"","BLANK",1,"b1.t8.p2.w85",3.07326388888889,TRUE
