"","Row","Column","Plate","Read","RFU","OD600","date","time","datetime","Well.at.T","Temperature.C","Nitrogen.conc.µM","Salt.conc.g.l","Chlamy.y.n","Microbe","Plate.at.T","Notes","days"
"6453",4,3,3,3,16,0.891,-1720,"10:10:52",2025-04-17 10:10:52,153,30,25,0,"n","9",3,"",1.46028935185185
"6454",4,4,3,3,11,0.926,-1720,"10:10:52",2025-04-17 10:10:52,154,30,1,0,"n","15",3,"",1.46028935185185
"6455",4,5,3,3,49,0.821,-1720,"10:10:52",2025-04-17 10:10:52,155,30,1000,6.67,"y","none",3,"",1.46028935185185
"6456",4,6,3,3,16,0.749,-1720,"10:10:52",2025-04-17 10:10:52,156,30,0,0,"y","all",3,"",1.46028935185185
"6457",4,7,3,3,26,0.875,-1720,"10:10:52",2025-04-17 10:10:52,157,30,0,0,"y","15",3,"",1.46028935185185
"6458",4,8,3,3,56,1.041,-1720,"10:10:52",2025-04-17 10:10:52,158,30,1000,6.67,"y","7",3,"",1.46028935185185
"6459",4,9,3,3,287,1.036,-1720,"10:10:52",2025-04-17 10:10:52,159,30,25,0,"y","15",3,"",1.46028935185185
"6460",4,10,3,3,427,0.969,-1720,"10:10:52",2025-04-17 10:10:52,160,30,400,0,"y","none",3,"",1.46028935185185
"6461",5,1,3,3,15,0.9,-1720,"10:10:52",2025-04-17 10:10:52,161,30,400,0,"n","4",3,"",1.46028935185185
"6462",5,2,3,3,13,0.963,-1720,"10:10:52",2025-04-17 10:10:52,162,30,1000,2.67,"n","all",3,"",1.46028935185185
"6463",5,3,3,3,8,0.834,-1720,"10:10:52",2025-04-17 10:10:52,163,30,1000,12,"n","13",3,"",1.46028935185185
"6464",5,4,3,3,91,0.833,-1720,"10:10:52",2025-04-17 10:10:52,164,30,1000,4,"y","6",3,"",1.46028935185185
"6465",5,5,3,3,12,0.937,-1720,"10:10:52",2025-04-17 10:10:52,165,30,25,0,"n","5",3,"",1.46028935185185
"6466",5,6,3,3,11,0.977,-1720,"10:10:52",2025-04-17 10:10:52,166,30,1000,5.33,"n","14",3,"",1.46028935185185
"6467",5,7,3,3,13,1.235,-1720,"10:10:52",2025-04-17 10:10:52,167,30,10,0,"n","6",3,"",1.46028935185185
"6468",5,8,3,3,13,1.03,-1720,"10:10:52",2025-04-17 10:10:52,168,30,1000,0,"n","5",3,"",1.46028935185185
"6469",5,9,3,3,16,1.052,-1720,"10:10:52",2025-04-17 10:10:52,169,30,0,0,"y","9",3,"",1.46028935185185
"6470",5,10,3,3,24,0.724,-1720,"10:10:52",2025-04-17 10:10:52,170,30,1000,9.33,"y","10",3,"",1.46028935185185
"6471",6,1,3,3,631,0.932,-1720,"10:10:52",2025-04-17 10:10:52,171,30,1000,0,"y","5",3,"",1.46028935185185
"6472",6,2,3,3,14,0.897,-1720,"10:10:52",2025-04-17 10:10:52,172,30,1000,6.67,"n","4",3,"",1.46028935185185
"6473",6,3,3,3,457,0.923,-1720,"10:10:52",2025-04-17 10:10:52,173,30,700,0,"y","14",3,"",1.46028935185185
"6474",6,4,3,3,117,1.137,-1720,"10:10:52",2025-04-17 10:10:52,174,30,1000,2.67,"y","1",3,"",1.46028935185185
"6475",6,5,3,3,11,0.956,-1720,"10:10:52",2025-04-17 10:10:52,175,30,1000,4,"n","14",3,"",1.46028935185185
"6476",6,6,3,3,10,0.92,-1720,"10:10:52",2025-04-17 10:10:52,176,30,25,0,"n","11",3,"",1.46028935185185
"6477",6,7,3,3,16,1.12,-1720,"10:10:52",2025-04-17 10:10:52,177,30,25,0,"n","6",3,"",1.46028935185185
"6478",6,8,3,3,31,0.937,-1720,"10:10:52",2025-04-17 10:10:52,178,30,1,0,"y","5",3,"",1.46028935185185
"6479",6,9,3,3,131,0.842,-1720,"10:10:52",2025-04-17 10:10:52,179,30,1000,2.67,"y","all",3,"",1.46028935185185
"6480",6,10,3,3,14,0.99,-1720,"10:10:52",2025-04-17 10:10:52,180,30,400,0,"n","1",3,"",1.46028935185185
"6481",1,1,3,4,19,1.136,-1720,"17:59:06",2025-04-17 17:59:06,121,30,1000,12,"y","9",3,"",1.78545138888889
"6482",1,2,3,4,1007,1.013,-1720,"17:59:06",2025-04-17 17:59:06,122,30,400,0,"y","7",3,"",1.78545138888889
"6483",1,3,3,4,31,0.996,-1720,"17:59:06",2025-04-17 17:59:06,123,30,1000,8,"y","12",3,"",1.78545138888889
"6484",1,4,3,4,11,0.978,-1720,"17:59:06",2025-04-17 17:59:06,124,30,1000,1.33,"n","10",3,"",1.78545138888889
"6485",1,5,3,4,17,1.043,-1720,"17:59:06",2025-04-17 17:59:06,125,30,1000,0,"n","13",3,"",1.78545138888889
"6486",1,6,3,4,1081,1.045,-1720,"17:59:06",2025-04-17 17:59:06,126,30,400,0,"y","3",3,"",1.78545138888889
"6487",1,7,3,4,19,1.159,-1720,"17:59:06",2025-04-17 17:59:06,127,30,1000,12,"y","14",3,"",1.78545138888889
"6488",1,8,3,4,492,1.132,-1720,"17:59:06",2025-04-17 17:59:06,128,30,1000,1.33,"y","10",3,"",1.78545138888889
"6489",1,9,3,4,1047,0.939,-1720,"17:59:06",2025-04-17 17:59:06,129,30,400,0,"y","15",3,"",1.78545138888889
"6490",1,10,3,4,37,1.256,-1720,"17:59:06",2025-04-17 17:59:06,130,30,1000,8,"y","all",3,"",1.78545138888889
"6491",2,1,3,4,12,0.947,-1720,"17:59:06",2025-04-17 17:59:06,131,30,1,0,"n","10",3,"",1.78545138888889
"6492",2,2,3,4,13,0.936,-1720,"17:59:06",2025-04-17 17:59:06,132,30,700,0,"n","10",3,"",1.78545138888889
"6493",2,3,3,4,15,0.967,-1720,"17:59:06",2025-04-17 17:59:06,133,30,10,0,"n","5",3,"",1.78545138888889
"6494",2,4,3,4,427,1.016,-1720,"17:59:06",2025-04-17 17:59:06,134,30,1000,1.33,"y","12",3,"",1.78545138888889
"6495",2,5,3,4,14,1.053,-1720,"17:59:06",2025-04-17 17:59:06,135,30,1000,12,"y","15",3,"",1.78545138888889
"6496",2,6,3,4,13,1.006,-1720,"17:59:06",2025-04-17 17:59:06,136,30,0,0,"n","3",3,"",1.78545138888889
"6497",2,7,3,4,12,1.111,-1720,"17:59:06",2025-04-17 17:59:06,137,30,1000,6.67,"n","8",3,"",1.78545138888889
"6498",2,8,3,4,59,0.941,-1720,"17:59:06",2025-04-17 17:59:06,138,30,1000,8,"y","1",3,"",1.78545138888889
"6499",2,9,3,4,88,1.024,-1720,"17:59:06",2025-04-17 17:59:06,139,30,1000,5.33,"y","4",3,"",1.78545138888889
"6500",2,10,3,4,596,1.039,-1720,"17:59:06",2025-04-17 17:59:06,140,30,100,0,"y","none",3,"",1.78545138888889
"6501",3,1,3,4,14,0.976,-1720,"17:59:06",2025-04-17 17:59:06,141,30,400,0,"n","7",3,"",1.78545138888889
"6502",3,2,3,4,1497,1.049,-1720,"17:59:06",2025-04-17 17:59:06,142,30,1000,0,"y","none",3,"",1.78545138888889
"6503",3,3,3,4,13,0.962,-1720,"17:59:06",2025-04-17 17:59:06,143,30,1000,12,"n","1",3,"",1.78545138888889
"6504",3,4,3,4,964,0.908,-1720,"17:59:06",2025-04-17 17:59:06,144,30,400,0,"y","14",3,"",1.78545138888889
"6505",3,5,3,4,14,0.913,-1720,"17:59:06",2025-04-17 17:59:06,145,30,50,0,"n","15",3,"",1.78545138888889
"6506",3,6,3,4,8,0.922,-1720,"17:59:06",2025-04-17 17:59:06,146,30,0,0,"n","11",3,"",1.78545138888889
"6507",3,7,3,4,47,1,-1720,"17:59:06",2025-04-17 17:59:06,147,30,1000,8,"y","7",3,"",1.78545138888889
"6508",3,8,3,4,19,0.997,-1720,"17:59:06",2025-04-17 17:59:06,148,30,1000,12,"y","12",3,"",1.78545138888889
"6509",3,9,3,4,12,0.767,-1720,"17:59:06",2025-04-17 17:59:06,149,30,5,0,"n","6",3,"",1.78545138888889
"6510",3,10,3,4,55,0.944,-1720,"17:59:06",2025-04-17 17:59:06,150,30,1000,8,"y","13",3,"",1.78545138888889
"6511",4,1,3,4,11,1.057,-1720,"17:59:06",2025-04-17 17:59:06,151,30,1000,12,"n","15",3,"",1.78545138888889
"6512",4,2,3,4,13,0.942,-1720,"17:59:06",2025-04-17 17:59:06,152,30,0,0,"n","10",3,"",1.78545138888889
"6513",4,3,3,4,12,0.891,-1720,"17:59:06",2025-04-17 17:59:06,153,30,25,0,"n","9",3,"",1.78545138888889
"6514",4,4,3,4,12,0.97,-1720,"17:59:06",2025-04-17 17:59:06,154,30,1,0,"n","15",3,"",1.78545138888889
"6515",4,5,3,4,54,0.836,-1720,"17:59:06",2025-04-17 17:59:06,155,30,1000,6.67,"y","none",3,"",1.78545138888889
"6516",4,6,3,4,14,0.725,-1720,"17:59:06",2025-04-17 17:59:06,156,30,0,0,"y","all",3,"",1.78545138888889
"6517",4,7,3,4,28,0.845,-1720,"17:59:06",2025-04-17 17:59:06,157,30,0,0,"y","15",3,"",1.78545138888889
"6518",4,8,3,4,60,1.066,-1720,"17:59:06",2025-04-17 17:59:06,158,30,1000,6.67,"y","7",3,"",1.78545138888889
"6519",4,9,3,4,257,1.051,-1720,"17:59:06",2025-04-17 17:59:06,159,30,25,0,"y","15",3,"",1.78545138888889
"6520",4,10,3,4,965,1.026,-1720,"17:59:06",2025-04-17 17:59:06,160,30,400,0,"y","none",3,"",1.78545138888889
"6521",5,1,3,4,14,0.976,-1720,"17:59:06",2025-04-17 17:59:06,161,30,400,0,"n","4",3,"",1.78545138888889
"6522",5,2,3,4,12,1.04,-1720,"17:59:06",2025-04-17 17:59:06,162,30,1000,2.67,"n","all",3,"",1.78545138888889
"6523",5,3,3,4,14,0.861,-1720,"17:59:06",2025-04-17 17:59:06,163,30,1000,12,"n","13",3,"",1.78545138888889
"6524",5,4,3,4,94,0.829,-1720,"17:59:06",2025-04-17 17:59:06,164,30,1000,4,"y","6",3,"",1.78545138888889
"6525",5,5,3,4,12,0.974,-1720,"17:59:06",2025-04-17 17:59:06,165,30,25,0,"n","5",3,"",1.78545138888889
"6526",5,6,3,4,11,1.003,-1720,"17:59:06",2025-04-17 17:59:06,166,30,1000,5.33,"n","14",3,"",1.78545138888889
"6527",5,7,3,4,12,1.245,-1720,"17:59:06",2025-04-17 17:59:06,167,30,10,0,"n","6",3,"",1.78545138888889
"6528",5,8,3,4,12,1.027,-1720,"17:59:06",2025-04-17 17:59:06,168,30,1000,0,"n","5",3,"",1.78545138888889
"6529",5,9,3,4,17,1.084,-1720,"17:59:06",2025-04-17 17:59:06,169,30,0,0,"y","9",3,"",1.78545138888889
"6530",5,10,3,4,20,0.759,-1720,"17:59:06",2025-04-17 17:59:06,170,30,1000,9.33,"y","10",3,"",1.78545138888889
"6531",6,1,3,4,1413,1.003,-1720,"17:59:06",2025-04-17 17:59:06,171,30,1000,0,"y","5",3,"",1.78545138888889
"6532",6,2,3,4,11,0.943,-1720,"17:59:06",2025-04-17 17:59:06,172,30,1000,6.67,"n","4",3,"",1.78545138888889
"6533",6,3,3,4,1275,0.979,-1720,"17:59:06",2025-04-17 17:59:06,173,30,700,0,"y","14",3,"",1.78545138888889
"6534",6,4,3,4,132,1.183,-1720,"17:59:06",2025-04-17 17:59:06,174,30,1000,2.67,"y","1",3,"",1.78545138888889
"6535",6,5,3,4,13,0.989,-1720,"17:59:06",2025-04-17 17:59:06,175,30,1000,4,"n","14",3,"",1.78545138888889
"6536",6,6,3,4,13,0.93,-1720,"17:59:06",2025-04-17 17:59:06,176,30,25,0,"n","11",3,"",1.78545138888889
"6537",6,7,3,4,11,1.176,-1720,"17:59:06",2025-04-17 17:59:06,177,30,25,0,"n","6",3,"",1.78545138888889
"6538",6,8,3,4,25,0.977,-1720,"17:59:06",2025-04-17 17:59:06,178,30,1,0,"y","5",3,"",1.78545138888889
"6539",6,9,3,4,148,0.913,-1720,"17:59:06",2025-04-17 17:59:06,179,30,1000,2.67,"y","all",3,"",1.78545138888889
"6540",6,10,3,4,11,1.053,-1720,"17:59:06",2025-04-17 17:59:06,180,30,400,0,"n","1",3,"",1.78545138888889
"6541",1,1,3,5,22,1.133,-1719,"10:29:42",2025-04-18 10:29:42,121,30,1000,12,"y","9",3,"",2.47336805555556
"6542",1,2,3,5,1493,1.024,-1719,"10:29:42",2025-04-18 10:29:42,122,30,400,0,"y","7",3,"",2.47336805555556
"6543",1,3,3,5,34,0.99,-1719,"10:29:42",2025-04-18 10:29:42,123,30,1000,8,"y","12",3,"",2.47336805555556
"6544",1,4,3,5,9,0.953,-1719,"10:29:42",2025-04-18 10:29:42,124,30,1000,1.33,"n","10",3,"",2.47336805555556
"6545",1,5,3,5,12,1.006,-1719,"10:29:42",2025-04-18 10:29:42,125,30,1000,0,"n","13",3,"",2.47336805555556
"6546",1,6,3,5,1736,1.086,-1719,"10:29:42",2025-04-18 10:29:42,126,30,400,0,"y","3",3,"",2.47336805555556
"6547",1,7,3,5,21,1.144,-1719,"10:29:42",2025-04-18 10:29:42,127,30,1000,12,"y","14",3,"",2.47336805555556
"6548",1,8,3,5,1012,1.134,-1719,"10:29:42",2025-04-18 10:29:42,128,30,1000,1.33,"y","10",3,"",2.47336805555556
"6549",1,9,3,5,1720,0.991,-1719,"10:29:42",2025-04-18 10:29:42,129,30,400,0,"y","15",3,"",2.47336805555556
"6550",1,10,3,5,51,1.264,-1719,"10:29:42",2025-04-18 10:29:42,130,30,1000,8,"y","all",3,"",2.47336805555556
"6551",2,1,3,5,14,0.948,-1719,"10:29:42",2025-04-18 10:29:42,131,30,1,0,"n","10",3,"",2.47336805555556
"6552",2,2,3,5,12,0.907,-1719,"10:29:42",2025-04-18 10:29:42,132,30,700,0,"n","10",3,"",2.47336805555556
"6553",2,3,3,5,13,0.932,-1719,"10:29:42",2025-04-18 10:29:42,133,30,10,0,"n","5",3,"",2.47336805555556
"6554",2,4,3,5,1714,1.079,-1719,"10:29:42",2025-04-18 10:29:42,134,30,1000,1.33,"y","12",3,"",2.47336805555556
"6555",2,5,3,5,16,1.048,-1719,"10:29:42",2025-04-18 10:29:42,135,30,1000,12,"y","15",3,"",2.47336805555556
"6556",2,6,3,5,14,0.994,-1719,"10:29:42",2025-04-18 10:29:42,136,30,0,0,"n","3",3,"",2.47336805555556
"6557",2,7,3,5,11,1.081,-1719,"10:29:42",2025-04-18 10:29:42,137,30,1000,6.67,"n","8",3,"",2.47336805555556
"6558",2,8,3,5,57,0.974,-1719,"10:29:42",2025-04-18 10:29:42,138,30,1000,8,"y","1",3,"",2.47336805555556
"6559",2,9,3,5,95,1.007,-1719,"10:29:42",2025-04-18 10:29:42,139,30,1000,5.33,"y","4",3,"",2.47336805555556
"6560",2,10,3,5,697,1.042,-1719,"10:29:42",2025-04-18 10:29:42,140,30,100,0,"y","none",3,"",2.47336805555556
"6561",3,1,3,5,15,0.977,-1719,"10:29:42",2025-04-18 10:29:42,141,30,400,0,"n","7",3,"",2.47336805555556
"6562",3,2,3,5,3185,1.152,-1719,"10:29:42",2025-04-18 10:29:42,142,30,1000,0,"y","none",3,"",2.47336805555556
"6563",3,3,3,5,10,0.985,-1719,"10:29:42",2025-04-18 10:29:42,143,30,1000,12,"n","1",3,"",2.47336805555556
"6564",3,4,3,5,1416,0.915,-1719,"10:29:42",2025-04-18 10:29:42,144,30,400,0,"y","14",3,"",2.47336805555556
"6565",3,5,3,5,12,0.902,-1719,"10:29:42",2025-04-18 10:29:42,145,30,50,0,"n","15",3,"",2.47336805555556
"6566",3,6,3,5,13,0.917,-1719,"10:29:42",2025-04-18 10:29:42,146,30,0,0,"n","11",3,"",2.47336805555556
"6567",3,7,3,5,51,1.001,-1719,"10:29:42",2025-04-18 10:29:42,147,30,1000,8,"y","7",3,"",2.47336805555556
"6568",3,8,3,5,11,1.032,-1719,"10:29:42",2025-04-18 10:29:42,148,30,1000,12,"y","12",3,"",2.47336805555556
"6569",3,9,3,5,12,0.778,-1719,"10:29:42",2025-04-18 10:29:42,149,30,5,0,"n","6",3,"",2.47336805555556
"6570",3,10,3,5,54,0.962,-1719,"10:29:42",2025-04-18 10:29:42,150,30,1000,8,"y","13",3,"",2.47336805555556
"6571",4,1,3,5,13,1.043,-1719,"10:29:42",2025-04-18 10:29:42,151,30,1000,12,"n","15",3,"",2.47336805555556
"6572",4,2,3,5,9,0.937,-1719,"10:29:42",2025-04-18 10:29:42,152,30,0,0,"n","10",3,"",2.47336805555556
"6573",4,3,3,5,11,0.856,-1719,"10:29:42",2025-04-18 10:29:42,153,30,25,0,"n","9",3,"",2.47336805555556
"6574",4,4,3,5,12,0.946,-1719,"10:29:42",2025-04-18 10:29:42,154,30,1,0,"n","15",3,"",2.47336805555556
"6575",4,5,3,5,44,0.831,-1719,"10:29:42",2025-04-18 10:29:42,155,30,1000,6.67,"y","none",3,"",2.47336805555556
"6576",4,6,3,5,22,0.722,-1719,"10:29:42",2025-04-18 10:29:42,156,30,0,0,"y","all",3,"",2.47336805555556
"6577",4,7,3,5,20,0.828,-1719,"10:29:42",2025-04-18 10:29:42,157,30,0,0,"y","15",3,"",2.47336805555556
"6578",4,8,3,5,63,1.051,-1719,"10:29:42",2025-04-18 10:29:42,158,30,1000,6.67,"y","7",3,"",2.47336805555556
"6579",4,9,3,5,175,1.044,-1719,"10:29:42",2025-04-18 10:29:42,159,30,25,0,"y","15",3,"",2.47336805555556
"6580",4,10,3,5,2012,1.062,-1719,"10:29:42",2025-04-18 10:29:42,160,30,400,0,"y","none",3,"",2.47336805555556
"6581",5,1,3,5,9,0.926,-1719,"10:29:42",2025-04-18 10:29:42,161,30,400,0,"n","4",3,"",2.47336805555556
"6582",5,2,3,5,14,1.108,-1719,"10:29:42",2025-04-18 10:29:42,162,30,1000,2.67,"n","all",3,"",2.47336805555556
"6583",5,3,3,5,13,0.836,-1719,"10:29:42",2025-04-18 10:29:42,163,30,1000,12,"n","13",3,"",2.47336805555556
"6584",5,4,3,5,106,0.834,-1719,"10:29:42",2025-04-18 10:29:42,164,30,1000,4,"y","6",3,"",2.47336805555556
"6585",5,5,3,5,13,0.941,-1719,"10:29:42",2025-04-18 10:29:42,165,30,25,0,"n","5",3,"",2.47336805555556
"6586",5,6,3,5,11,0.98,-1719,"10:29:42",2025-04-18 10:29:42,166,30,1000,5.33,"n","14",3,"",2.47336805555556
"6587",5,7,3,5,13,1.213,-1719,"10:29:42",2025-04-18 10:29:42,167,30,10,0,"n","6",3,"",2.47336805555556
"6588",5,8,3,5,11,1.033,-1719,"10:29:42",2025-04-18 10:29:42,168,30,1000,0,"n","5",3,"",2.47336805555556
"6589",5,9,3,5,16,1.085,-1719,"10:29:42",2025-04-18 10:29:42,169,30,0,0,"y","9",3,"",2.47336805555556
"6590",5,10,3,5,20,0.733,-1719,"10:29:42",2025-04-18 10:29:42,170,30,1000,9.33,"y","10",3,"",2.47336805555556
"6591",6,1,3,5,3281,1.092,-1719,"10:29:42",2025-04-18 10:29:42,171,30,1000,0,"y","5",3,"",2.47336805555556
"6592",6,2,3,5,13,0.941,-1719,"10:29:42",2025-04-18 10:29:42,172,30,1000,6.67,"n","4",3,"",2.47336805555556
"6593",6,3,3,5,2689,1.039,-1719,"10:29:42",2025-04-18 10:29:42,173,30,700,0,"y","14",3,"",2.47336805555556
"6594",6,4,3,5,310,1.282,-1719,"10:29:42",2025-04-18 10:29:42,174,30,1000,2.67,"y","1",3,"",2.47336805555556
"6595",6,5,3,5,10,0.961,-1719,"10:29:42",2025-04-18 10:29:42,175,30,1000,4,"n","14",3,"",2.47336805555556
"6596",6,6,3,5,14,0.92,-1719,"10:29:42",2025-04-18 10:29:42,176,30,25,0,"n","11",3,"",2.47336805555556
"6597",6,7,3,5,14,1.184,-1719,"10:29:42",2025-04-18 10:29:42,177,30,25,0,"n","6",3,"",2.47336805555556
"6598",6,8,3,5,21,0.957,-1719,"10:29:42",2025-04-18 10:29:42,178,30,1,0,"y","5",3,"",2.47336805555556
"6599",6,9,3,5,217,0.986,-1719,"10:29:42",2025-04-18 10:29:42,179,30,1000,2.67,"y","all",3,"",2.47336805555556
"6600",6,10,3,5,12,1.065,-1719,"10:29:42",2025-04-18 10:29:42,180,30,400,0,"n","1",3,"",2.47336805555556
"6601",1,1,3,6,15,1.131,-1718,"12:56:52",2025-04-19 12:56:52,121,30,1000,12,"y","9",3,"",3.57556712962963
"6602",1,2,3,6,1704,1.078,-1718,"12:56:52",2025-04-19 12:56:52,122,30,400,0,"y","7",3,"",3.57556712962963
"6603",1,3,3,6,18,1.002,-1718,"12:56:52",2025-04-19 12:56:52,123,30,1000,8,"y","12",3,"",3.57556712962963
"6604",1,4,3,6,12,0.957,-1718,"12:56:52",2025-04-19 12:56:52,124,30,1000,1.33,"n","10",3,"",3.57556712962963
"6605",1,5,3,6,11,1.017,-1718,"12:56:52",2025-04-19 12:56:52,125,30,1000,0,"n","13",3,"",3.57556712962963
"6606",1,6,3,6,1419,1.084,-1718,"12:56:52",2025-04-19 12:56:52,126,30,400,0,"y","3",3,"",3.57556712962963
"6607",1,7,3,6,14,1.145,-1718,"12:56:52",2025-04-19 12:56:52,127,30,1000,12,"y","14",3,"",3.57556712962963
"6608",1,8,3,6,2266,1.188,-1718,"12:56:52",2025-04-19 12:56:52,128,30,1000,1.33,"y","10",3,"",3.57556712962963
"6609",1,9,3,6,1961,1.004,-1718,"12:56:52",2025-04-19 12:56:52,129,30,400,0,"y","15",3,"",3.57556712962963
"6610",1,10,3,6,35,1.304,-1718,"12:56:52",2025-04-19 12:56:52,130,30,1000,8,"y","all",3,"",3.57556712962963
"6611",2,1,3,6,12,0.942,-1718,"12:56:52",2025-04-19 12:56:52,131,30,1,0,"n","10",3,"",3.57556712962963
"6612",2,2,3,6,13,0.903,-1718,"12:56:52",2025-04-19 12:56:52,132,30,700,0,"n","10",3,"",3.57556712962963
"6613",2,3,3,6,11,0.961,-1718,"12:56:52",2025-04-19 12:56:52,133,30,10,0,"n","5",3,"",3.57556712962963
"6614",2,4,3,6,2237,1.125,-1718,"12:56:52",2025-04-19 12:56:52,134,30,1000,1.33,"y","12",3,"",3.57556712962963
"6615",2,5,3,6,13,1.039,-1718,"12:56:52",2025-04-19 12:56:52,135,30,1000,12,"y","15",3,"",3.57556712962963
"6616",2,6,3,6,9,0.999,-1718,"12:56:52",2025-04-19 12:56:52,136,30,0,0,"n","3",3,"",3.57556712962963
"6617",2,7,3,6,13,1.084,-1718,"12:56:52",2025-04-19 12:56:52,137,30,1000,6.67,"n","8",3,"",3.57556712962963
"6618",2,8,3,6,48,1.009,-1718,"12:56:52",2025-04-19 12:56:52,138,30,1000,8,"y","1",3,"",3.57556712962963
"6619",2,9,3,6,78,0.99,-1718,"12:56:52",2025-04-19 12:56:52,139,30,1000,5.33,"y","4",3,"",3.57556712962963
"6620",2,10,3,6,496,1.038,-1718,"12:56:52",2025-04-19 12:56:52,140,30,100,0,"y","none",3,"",3.57556712962963
"6621",3,1,3,6,11,1.023,-1718,"12:56:52",2025-04-19 12:56:52,141,30,400,0,"n","7",3,"",3.57556712962963
"6622",3,2,3,6,4111,1.23,-1718,"12:56:52",2025-04-19 12:56:52,142,30,1000,0,"y","none",3,"",3.57556712962963
"6623",3,3,3,6,10,1.189,-1718,"12:56:52",2025-04-19 12:56:52,143,30,1000,12,"n","1",3,"",3.57556712962963
"6624",3,4,3,6,1734,0.965,-1718,"12:56:52",2025-04-19 12:56:52,144,30,400,0,"y","14",3,"",3.57556712962963
"6625",3,5,3,6,8,0.889,-1718,"12:56:52",2025-04-19 12:56:52,145,30,50,0,"n","15",3,"",3.57556712962963
"6626",3,6,3,6,11,0.91,-1718,"12:56:52",2025-04-19 12:56:52,146,30,0,0,"n","11",3,"",3.57556712962963
"6627",3,7,3,6,48,0.988,-1718,"12:56:52",2025-04-19 12:56:52,147,30,1000,8,"y","7",3,"",3.57556712962963
"6628",3,8,3,6,10,1.003,-1718,"12:56:52",2025-04-19 12:56:52,148,30,1000,12,"y","12",3,"",3.57556712962963
"6629",3,9,3,6,11,0.795,-1718,"12:56:52",2025-04-19 12:56:52,149,30,5,0,"n","6",3,"",3.57556712962963
"6630",3,10,3,6,46,0.967,-1718,"12:56:52",2025-04-19 12:56:52,150,30,1000,8,"y","13",3,"",3.57556712962963
"6631",4,1,3,6,12,1.04,-1718,"12:56:52",2025-04-19 12:56:52,151,30,1000,12,"n","15",3,"",3.57556712962963
"6632",4,2,3,6,10,0.929,-1718,"12:56:52",2025-04-19 12:56:52,152,30,0,0,"n","10",3,"",3.57556712962963
"6633",4,3,3,6,11,0.886,-1718,"12:56:52",2025-04-19 12:56:52,153,30,25,0,"n","9",3,"",3.57556712962963
"6634",4,4,3,6,11,0.958,-1718,"12:56:52",2025-04-19 12:56:52,154,30,1,0,"n","15",3,"",3.57556712962963
"6635",4,5,3,6,32,0.83,-1718,"12:56:52",2025-04-19 12:56:52,155,30,1000,6.67,"y","none",3,"",3.57556712962963
"6636",4,6,3,6,14,0.752,-1718,"12:56:52",2025-04-19 12:56:52,156,30,0,0,"y","all",3,"",3.57556712962963
"6637",4,7,3,6,19,0.858,-1718,"12:56:52",2025-04-19 12:56:52,157,30,0,0,"y","15",3,"",3.57556712962963
"6638",4,8,3,6,66,1.07,-1718,"12:56:52",2025-04-19 12:56:52,158,30,1000,6.67,"y","7",3,"",3.57556712962963
"6639",4,9,3,6,104,1.063,-1718,"12:56:52",2025-04-19 12:56:52,159,30,25,0,"y","15",3,"",3.57556712962963
"6640",4,10,3,6,1904,1.11,-1718,"12:56:52",2025-04-19 12:56:52,160,30,400,0,"y","none",3,"",3.57556712962963
"6641",5,1,3,6,8,0.92,-1718,"12:56:52",2025-04-19 12:56:52,161,30,400,0,"n","4",3,"",3.57556712962963
"6642",5,2,3,6,12,1.079,-1718,"12:56:52",2025-04-19 12:56:52,162,30,1000,2.67,"n","all",3,"",3.57556712962963
"6643",5,3,3,6,11,0.854,-1718,"12:56:52",2025-04-19 12:56:52,163,30,1000,12,"n","13",3,"",3.57556712962963
"6644",5,4,3,6,98,0.835,-1718,"12:56:52",2025-04-19 12:56:52,164,30,1000,4,"y","6",3,"",3.57556712962963
"6645",5,5,3,6,11,0.962,-1718,"12:56:52",2025-04-19 12:56:52,165,30,25,0,"n","5",3,"",3.57556712962963
"6646",5,6,3,6,7,0.994,-1718,"12:56:52",2025-04-19 12:56:52,166,30,1000,5.33,"n","14",3,"",3.57556712962963
"6647",5,7,3,6,11,1.249,-1718,"12:56:52",2025-04-19 12:56:52,167,30,10,0,"n","6",3,"",3.57556712962963
"6648",5,8,3,6,6,1.037,-1718,"12:56:52",2025-04-19 12:56:52,168,30,1000,0,"n","5",3,"",3.57556712962963
"6649",5,9,3,6,17,1.091,-1718,"12:56:52",2025-04-19 12:56:52,169,30,0,0,"y","9",3,"",3.57556712962963
"6650",5,10,3,6,16,0.755,-1718,"12:56:52",2025-04-19 12:56:52,170,30,1000,9.33,"y","10",3,"",3.57556712962963
"6651",6,1,3,6,4524,1.21,-1718,"12:56:52",2025-04-19 12:56:52,171,30,1000,0,"y","5",3,"",3.57556712962963
"6652",6,2,3,6,10,0.927,-1718,"12:56:52",2025-04-19 12:56:52,172,30,1000,6.67,"n","4",3,"",3.57556712962963
"6653",6,3,3,6,3224,1.082,-1718,"12:56:52",2025-04-19 12:56:52,173,30,700,0,"y","14",3,"",3.57556712962963
"6654",6,4,3,6,444,1.293,-1718,"12:56:52",2025-04-19 12:56:52,174,30,1000,2.67,"y","1",3,"",3.57556712962963
"6655",6,5,3,6,8,0.977,-1718,"12:56:52",2025-04-19 12:56:52,175,30,1000,4,"n","14",3,"",3.57556712962963
"6656",6,6,3,6,10,0.926,-1718,"12:56:52",2025-04-19 12:56:52,176,30,25,0,"n","11",3,"",3.57556712962963
